Code,cycles,P25_min,P50_min,P75_min
002083.SZ,5,30027.121683333335,48943.79218333333,119520.85116666666
002084.SZ,10,1789.7799833333333,3551.0809083333334,7896.5204125
002085.SZ,3,7221.165841666667,8639.726666666667,30231.785175
002086.SZ,16,1432.6837666666665,2885.0259916666664,6035.282141666667
002087.SZ,18,1277.0869541666668,2058.2032416666666,6805.362704166666
002088.SZ,7,27328.02,41811.07585,73410.32941666667
002089.SZ,11,1204.8439833333332,4023.29485,6948.55735
002090.SZ,9,4281.733666666667,8588.162166666667,23049.460483333332
002091.SZ,3,63237.523825,120716.53631666666,120979.60214999999
002092.SZ,24,4309.510708333333,7199.428575,19065.681545833333
002093.SZ,6,38871.93679166667,65625.33,87888.20645833334
002094.SZ,44,1450.37755,7052.330091666667,10434.906670833334
002095.SZ,2,12961.240345833334,21596.016175,30230.792004166666
002097.SZ,12,6839.299754166666,13676.591333333334,57602.34690833333
002098.SZ,7,5743.099091666667,14391.886833333334,100808.640925
002099.SZ,5,5723.791833333334,5799.3668333333335,12920.860016666667
002100.SZ,9,18655.69885,28989.923333333332,73484.362
002101.SZ,16,5769.9779875,15820.076091666666,44030.398708333334
002102.SZ,22,1404.4752666666666,2856.594,6778.9885
002103.SZ,23,5054.93825,10080.356516666667,25200.993000000002
002104.SZ,4,2512.9679333333333,4313.031683333333,10068.641891666666
002105.SZ,9,2898.1086666666665,17366.450666666668,30231.214666666667
002106.SZ,13,20164.569516666666,31690.75766666667,50547.009666666665
002107.SZ,4,11887.466954166666,14417.349491666668,19407.6121125
002108.SZ,2,3220.4504333333334,5021.644183333333,6822.837933333332
002109.SZ,3,9353.253666666667,12972.269666666667,14413.924583333333
002110.SZ,36,2743.100875,6414.058083333333,16522.646904166668
002111.SZ,2,20158.63409583333,23012.706175,25866.778254166667
002112.SZ,8,11147.4034625,21593.53785,33482.38274583333
002114.SZ,18,4677.2059625,8638.8595,22340.002820833335
002115.SZ,14,8961.217004166667,19414.846416666667,46059.55112916666
002116.SZ,18,10614.6635375,21705.785075,31612.124487499997
002117.SZ,1,10055.404666666667,10055.404666666667,10055.404666666667
002119.SZ,11,5041.483658333334,17286.377183333334,34556.762408333336
002120.SZ,1,10127.257833333333,10127.257833333333,10127.257833333333
002121.SZ,14,6544.179095833333,15714.524583333334,29460.052512500002
002122.SZ,85,1441.9921833333333,4309.2238333333335,8645.264183333333
002123.SZ,1,88.333,88.333,88.333
002124.SZ,10,2893.8303666666666,4067.0999,20388.840291666667
002125.SZ,7,16594.973416666668,40381.6795,79193.64850000001
002126.SZ,10,16121.238095833334,22942.889575,42822.59643333333
002127.SZ,72,1452.0031333333334,4322.451741666667,10007.087791666667
002128.SZ,4,14592.999320833333,70415.47556666666,152589.06173750001
002129.SZ,5,5755.7745,15839.048333333334,24488.062666666665
002130.SZ,1,67497.10766666666,67497.10766666666,67497.10766666666
002131.SZ,30,1454.156375,4177.218166666667,5760.195129166666
002132.SZ,3,4306.55635,7185.8971833333335,9953.911008333333
002133.SZ,45,2813.9880166666667,5689.507833333333,8625.753833333334
002134.SZ,19,4320.080908333333,8644.708016666667,30138.207175
002135.SZ,10,7728.107416666667,12980.202833333333,20670.823754166668
002136.SZ,17,12964.4335,24473.744683333334,35988.60733333333
002137.SZ,24,2874.73725,12220.527508333333,30210.872720833337
002139.SZ,4,39234.0291125,59054.983316666665,138618.36494583334
002140.SZ,1,21666.410816666667,21666.410816666667,21666.410816666667
002141.SZ,37,1440.794,4321.08585,7182.87
002142.SZ,2,169150.57808333333,172779.27283333335,176407.96758333335
002144.SZ,15,10074.56125,23125.1635,38155.91133333334
002145.SZ,12,15494.475004166667,20840.384416666668,26472.017916666668
002146.SZ,76,2878.10475,5748.883008333333,9005.674004166667
002148.SZ,28,2541.2154125,9259.148841666667,26265.013308333335
002149.SZ,18,6074.1951125,19345.845416666667,39969.22516666667
002150.SZ,34,5970.8097625,10117.842916666666,18356.733412499998
002151.SZ,10,1440.8552666666667,5004.276666666667,12098.860129166667
002152.SZ,5,15827.100483333334,23043.389983333334,46083.249833333335
002153.SZ,11,20032.207341666668,23028.104816666666,62022.882075
002154.SZ,16,8574.997879166665,15841.942416666667,33568.279083333335
002155.SZ,4,8639.877704166667,18719.783575,120956.99515416667
002156.SZ,4,1489.0550958333333,2892.085425,5730.898583333334
002157.SZ,2,1799.3201958333334,2150.7767416666666,2502.2332875
002158.SZ,6,4085.012404166667,12295.112416666667,30298.794416666664
002159.SZ,12,7921.277333333333,41035.8039,65148.9925
002160.SZ,3,4322.890825,7195.082666666666,42463.5455
002161.SZ,12,18008.102041666665,36563.484991666664,54800.7639125
002162.SZ,5,24.490833333333335,1438.5043333333333,14356.5175
002163.SZ,18,10055.114445833333,20737.327741666668,40687.2594625
002164.SZ,22,7951.097079166666,16517.823675,37789.06425
002165.SZ,6,7173.400699999999,17947.517341666666,20140.393095833333
002166.SZ,12,10046.402670833333,13711.535658333334,21590.4985875
002167.SZ,21,4337.469666666667,8607.405983333334,14404.928016666667
002168.SZ,66,1441.40485,4928.059916666667,10047.037204166667
002169.SZ,21,5736.597,10082.602,33059.83568333333
002170.SZ,12,7960.143595833333,15845.385925,40639.657458333335
002171.SZ,10,15453.174204166666,28137.013766666667,58040.54383333334
002172.SZ,28,1459.733375,5746.069833333333,9350.337833333333
002173.SZ,6,3984.6037791666668,8629.813666666667,12161.701529166667
002174.SZ,17,7191.866333333333,20147.83665,27356.25198333333
002175.SZ,23,2155.8495083333332,5758.643333333333,14960.849341666666
002176.SZ,32,5265.051504166667,9345.946266666666,14761.595720833333
002177.SZ,38,3237.7485833333335,9334.055100000001,17638.03716666667
002178.SZ,43,1444.6199000000001,7200.385333333334,11514.694575000001
002179.SZ,21,7438.0768333333335,17118.96416666667,25812.443166666668
002180.SZ,12,12040.618666666667,26657.157666666666,40813.843087500005
002181.SZ,30,4321.337629166666,9951.80025,20163.951575
002182.SZ,9,3119.16385,10060.404833333334,30150.145666666667
002183.SZ,33,5724.801333333334,12759.800983333333,20142.792333333335
002184.SZ,7,12949.526841666666,28782.77635,29520.650925
002185.SZ,8,19847.056941666666,32414.43716666667,72563.61255416667
002186.SZ,20,6474.365754166667,23043.974583333333,41755.47034166666
002187.SZ,11,11539.841583333335,24509.515516666666,53346.49684166667
002188.SZ,32,2886.726833333333,10804.720841666665,27700.441329166668
002189.SZ,17,2878.9856666666665,15835.866833333333,27366.7295
002190.SZ,11,17360.9365,27082.622183333333,53401.96283333333
002191.SZ,15,4224.39325,8414.373183333333,20867.523824999997
002192.SZ,42,1445.4141208333333,6498.8875,18714.525458333334
002193.SZ,4,4331.643204166667,12242.063758333334,24414.5676375
002194.SZ,23,4322.005816666667,10087.112833333333,28771.75875
002195.SZ,3,19.728075,23.245833333333334,2160.3150083333335
002196.SZ,26,2639.3744166666665,6475.128833333332,18375.716570833334
002197.SZ,22,2874.641454166667,7903.969241666668,14087.099416666668
002198.SZ,15,17286.018508333334,23001.74901666667,52562.02468333334
002199.SZ,52,1463.4217916666666,5760.69625,12180.327254166667
002200.SZ,12,1437.1077375,7301.3122416666665,12048.7982375
002201.SZ,1,18710.440833333334,18710.440833333334,18710.440833333334
002203.SZ,6,38264.64010833333,72598.88940833334,97189.82395833333
002204.SZ,5,41585.109333333334,80476.2525,100956.94166666667
002205.SZ,11,2164.815008333333,7193.561483333333,12964.43075
002206.SZ,17,4095.5511666666666,11376.600666666667,27317.20165
002207.SZ,8,3958.335125,6356.6413250000005,11157.705425
002208.SZ,21,2871.4908333333333,8641.131016666666,30240.25485
002209.SZ,19,6494.624075,15836.772333333332,23023.136075000002
002210.SZ,67,2772.38475,5543.611333333333,10743.175066666667
002211.SZ,64,2865.6383333333333,5716.393583333333,10066.835870833333
002212.SZ,28,8232.004920833333,15135.787991666666,19082.864
002213.SZ,14,7544.642995833333,14298.188999999998,22315.483779166665
002214.SZ,10,1428.6847750000002,4222.561658333334,38870.696679166664
002215.SZ,3,14329.046825,17298.077833333333,38870.059166666666
002216.SZ,1,58792.199,58792.199,58792.199
002217.SZ,86,1443.341625,4308.971591666666,8242.41705
002218.SZ,7,1528.7550916666667,4370.292,10720.243258333332
002219.SZ,62,1493.3795875,4404.936591666667,9701.7658
002221.SZ,13,8445.298,11344.341333333334,38621.54651666667
002222.SZ,8,5388.503333333334,18101.804675,45361.849916666666
002223.SZ,13,4307.010183333334,15887.1585,39044.56918333333
002224.SZ,11,9248.163925,15877.37335,27215.634425
002225.SZ,15,13633.181825,20164.034183333333,45352.706841666666
002226.SZ,4,60803.324524999996,82183.05774166666,104516.28733333334
002227.SZ,38,1442.9967083333333,7199.378508333333,18903.257670833333
002228.SZ,29,3049.5915,7192.145666666666,10071.749166666666
002229.SZ,49,2879.53065,5759.6835,11513.818
002230.SZ,18,6530.9531625,20110.163258333334,32763.209870833332
002231.SZ,54,2878.7943291666666,7188.018991666667,10947.4499125
002232.SZ,34,1837.177175,9360.949916666666,21602.791841666665
002233.SZ,7,30152.751258333334,41693.905183333336,56076.77415833333
002234.SZ,1,14411.326,14411.326,14411.326
002235.SZ,2,17998.386641666664,24472.191433333333,30945.996225
002236.SZ,23,8647.386341666666,21612.739333333335,29241.338666666667
002237.SZ,5,15842.208,51757.3255,77746.192
002238.SZ,35,5016.676091666666,10119.531983333334,19291.5979
002239.SZ,63,2852.409075,5765.1703333333335,10225.368508333333
002240.SZ,5,2943.2220166666666,4262.904333333333,25936.930683333332
002241.SZ,16,5399.303191666667,22940.730324999997,37059.809875
002242.SZ,10,19591.0702875,33930.7085,48971.50218333334
002243.SZ,3,16560.457333333332,30248.137833333334,35289.185175
002244.SZ,18,7929.247254166667,25189.382416666667,33445.52209583333
002245.SZ,7,11533.756658333334,28694.967666666667,55448.59825
002246.SZ,5,1503.5093333333334,5743.98935,8456.541333333333
002247.SZ,61,1450.2181666666668,5758.088,11511.099833333334
002248.SZ,50,2867.0695166666665,5754.892908333333,12989.647045833333
002250.SZ,2,10961.9673875,14981.292091666666,19000.616795833335
002251.SZ,41,2873.6748333333335,5796.6585,8603.8535
002253.SZ,40,5760.306704166667,10074.18925,14761.536320833333
002254.SZ,12,21241.123541666668,32356.529916666666,51364.0599125
002255.SZ,3,3608.1700916666664,5769.3515,21596.87341666667
002256.SZ,89,1452.0648333333334,2895.2901833333335,8552.24485
002258.SZ,5,30265.494333333332,48767.287,53289.65266666667
002259.SZ,4,4242.492858333333,6362.798741666667,7526.9345875
002261.SZ,2,6845.950704166667,9370.644241666667,11895.337779166668
002262.SZ,12,14391.563220833334,22944.408649999998,45378.16194583334
002263.SZ,64,1436.6414916666665,5636.143758333334,10052.123737499998
002264.SZ,18,5757.7297125000005,13683.755241666666,41666.207225000006
002265.SZ,14,9345.666000000001,24360.964491666666,41404.9237125
002266.SZ,26,3159.542125,9843.842499999999,25158.364045833332
002267.SZ,5,9921.3255,50124.84383333333,111056.01766666667
002268.SZ,20,3547.650525,15176.608741666667,23180.44412083333
002269.SZ,72,1443.2304583333334,4311.121841666667,10052.227416666667
002270.SZ,14,3377.627029166667,11507.297,37824.9628875
002271.SZ,29,6953.437666666667,12953.28935,20122.193516666666
002272.SZ,11,2859.3439,5761.073183333333,11523.969916666667
002273.SZ,10,15872.921120833333,43914.035075,67326.02002916667
002274.SZ,4,21798.368875,31698.08574166667,110370.44974166667
002275.SZ,3,15205.832333333334,20340.944833333335,41729.26874166667
002276.SZ,3,41055.550575,43219.89133333333,66966.49825
002277.SZ,65,1449.79815,4317.589333333333,8679.3415
002278.SZ,5,2862.1421666666665,8629.85,37445.429833333335
002279.SZ,15,2898.372083333333,8645.058666666666,18719.412091666665
002280.SZ,31,1442.50565,4301.337016666666,7203.521333333334
002281.SZ,15,4306.069583333334,6940.317333333333,26692.323575000002
002282.SZ,8,15831.536625,39600.97508333333,61186.12904166667
002283.SZ,9,19968.33465,23082.391666666666,50407.222316666666
002284.SZ,1,21584.506833333333,21584.506833333333,21584.506833333333
002285.SZ,81,1439.8603166666667,4304.791016666667,8629.75265
002286.SZ,2,31672.874583333334,33105.2665,34537.658416666665
002287.SZ,5,8416.105016666666,9892.023516666666,20127.66815
002288.SZ,11,1457.864825,8630.454816666666,16563.660416666666
002289.SZ,7,2144.885583333333,2864.876,4308.891583333333
002290.SZ,10,14235.4887375,23627.872583333334,44632.62717083333
002292.SZ,23,5759.756183333333,12975.803666666667,28782.412075
002293.SZ,1,10271.2345,10271.2345,10271.2345
002294.SZ,7,4908.230066666667,11577.203833333333,69015.051825
002295.SZ,16,1444.0219583333333,8638.951766666667,21588.070383333332
002296.SZ,15,6439.468925,21486.944833333335,42517.55191666666
002297.SZ,18,9000.452279166666,19441.086766666667,29505.680166666665
002298.SZ,33,4108.372816666667,11214.384,21590.432666666668
002299.SZ,3,29609.074666666667,39067.237,59134.776
002300.SZ,18,7037.772629166667,18717.135741666665,33462.019725
002301.SZ,1,18712.1625,18712.1625,18712.1625
002302.SZ,3,10119.494158333335,18608.925983333334,32371.547416666668
002303.SZ,39,1440.47975,4310.696333333333,12934.01175
002304.SZ,8,9404.936445833333,22913.958599999998,58398.48978333334
002305.SZ,70,1798.7689708333335,5755.938925,8687.911375
002306.SZ,63,2858.9225833333335,5771.45565,10062.985908333332
002307.SZ,3,12860.193991666667,15653.953833333333,21507.284
002308.SZ,7,2881.1384916666666,10067.029,15737.758341666668
002309.SZ,9,1446.8480166666666,4283.4135,7176.607666666667
002310.SZ,11,1459.8177416666667,5454.470333333334,9348.84125
002311.SZ,6,9246.351999999999,15928.216675,22502.2152125
002312.SZ,8,2517.112754166667,8480.476258333332,26291.9836375
002313.SZ,44,2880.744791666667,8638.1475,12949.522141666666
002314.SZ,78,1459.7710416666666,4935.235583333333,8202.727666666668
002315.SZ,11,10799.364666666666,25913.317666666666,45342.917
002316.SZ,60,2856.275541666667,6990.013083333333,10446.271916666667
002317.SZ,5,1171.5696666666668,1406.8888333333334,18719.468516666668
002318.SZ,12,3731.905141666666,5737.953758333333,13251.630720833333
002319.SZ,15,5037.885666666667,10155.121,20887.028083333335
002320.SZ,4,6606.215054166666,9212.918758333333,11160.400795833333
002321.SZ,49,1445.5140166666667,4309.8345,8647.604666666666
002322.SZ,13,1429.2756666666667,7209.458333333333,70618.84315
002323.SZ,97,1439.9161666666666,4293.202983333334,7173.256
002324.SZ,20,10998.760258333334,14253.983758333332,24839.483545833333
002325.SZ,16,1441.3912833333334,2888.6007416666666,7915.811083333333
002326.SZ,2,18386.499091666665,30978.933166666666,43571.36724166667
002327.SZ,7,14404.813175,23040.405833333334,61199.6285
002328.SZ,2,19076.744608333334,19432.96256666667,19789.180525
002329.SZ,28,1454.2569208333334,5711.302758333333,10422.388166666666
002330.SZ,7,5769.489166666667,27337.605666666666,50297.8
002331.SZ,2,3951.3344458333336,5030.736908333333,6110.1393708333335
002332.SZ,14,7557.243241666667,22052.327075,43053.07740833333
002333.SZ,14,11317.5306625,20160.630250000002,45342.275466666666
002334.SZ,15,12946.036016666665,17191.633333333335,46684.085666666666
002335.SZ,1,1491.7730166666668,1491.7730166666668,1491.7730166666668
002336.SZ,1,18728.929333333333,18728.929333333333,18728.929333333333
002337.SZ,16,3963.9049166666664,11525.434916666665,41759.00618333333
002338.SZ,30,4314.920366666667,7790.288175,18350.761791666668
002339.SZ,27,1514.664,5757.877816666667,20038.69000833333
002340.SZ,3,46679.271824999996,71730.05333333333,180610.04450000002
002341.SZ,18,4302.227620833333,7918.829508333333,14744.880958333333
002342.SZ,29,2892.2771666666667,11509.384816666667,19948.03683333333
002343.SZ,8,3931.4134583333334,4317.7907583333335,7559.6104625
002344.SZ,13,9896.687666666667,20094.99066666667,28544.885666666665
002345.SZ,19,10076.718508333333,21595.342166666665,41753.629916666665
002346.SZ,18,4320.792195833334,12226.178341666666,23728.822095833333
002347.SZ,44,2881.9354583333334,7194.619000000001,12206.993208333333
002348.SZ,1,1386.1105,1386.1105,1386.1105
002349.SZ,20,7189.086545833333,15871.0616,28037.463079166668
002350.SZ,19,2886.1173416666666,7192.5795,16550.834333333332
002351.SZ,18,7561.0103375,14322.017749999999,27365.501129166667
002352.SZ,4,36834.74832916667,95611.35341666666,170281.49337916667
002353.SZ,7,17265.547991666666,36235.26101666666,53873.0086
002354.SZ,66,2852.8870541666665,4382.179741666667,9501.676545833334
002355.SZ,34,5763.028333333333,10798.702591666668,17274.58784583333
002356.SZ,64,2861.271291666667,6351.213916666667,8944.064433333333
002357.SZ,24,8277.114345833332,15840.959158333333,20151.664845833333
002358.SZ,7,11510.45415,31688.24085,65433.978500000005
002360.SZ,3,15098.285675000001,30195.039183333334,64058.03316666666
002361.SZ,6,11532.444625,13666.979758333333,20141.557616666665
002362.SZ,37,2880.2215,7407.452166666667,21592.8045
002363.SZ,13,7128.9165,15837.515516666666,23027.523
002364.SZ,17,7512.013,11565.22635,40317.918666666665
002365.SZ,5,8581.067,34535.33666666667,38829.671683333334
002366.SZ,47,4312.143166666667,8574.625666666667,12870.325766666665
002367.SZ,9,11519.229166666666,21622.834,40313.11085
002368.SZ,10,8921.264779166668,10900.53175,15460.0418875
002369.SZ,42,2860.9763791666664,5733.514333333333,14396.682733333333
002370.SZ,49,2882.313,7213.516833333333,12916.129833333332
002371.SZ,48,2885.7926125000004,6274.70125,11377.433166666666
002372.SZ,5,293.11,6924.00265,21568.6295
002373.SZ,16,13311.998625,21610.498758333335,49096.826420833335
002374.SZ,17,2852.78515,8618.294833333333,14390.131016666666
002375.SZ,25,5748.3885,10020.295333333333,27370.710983333334
002376.SZ,15,8642.459658333333,21551.70581666667,31772.746
002377.SZ,64,1448.2508333333335,5714.6703333333335,11462.523791666667
002378.SZ,2,16208.786745833335,25209.948825,34211.110904166664
002379.SZ,11,7204.1297583333335,20178.343333333334,55431.287741666674
002380.SZ,14,7541.181154166667,12243.702016666666,51477.78910833333
002381.SZ,12,17255.879583333335,25219.924658333333,55446.27337916667
002382.SZ,4,17655.5799125,33001.83416666667,77982.83666666667
002383.SZ,3,19441.554741666667,20166.425333333333,24466.595241666666
002384.SZ,9,18692.191333333332,47482.7715,76315.03951666667
002385.SZ,6,4828.7685,11391.817241666668,37598.19324583333
002386.SZ,1,260.52983333333333,260.52983333333333,260.52983333333333
002387.SZ,41,4494.422683333333,8638.281983333334,12967.946
002388.SZ,37,1460.50715,4338.684333333334,10076.608166666667
002389.SZ,14,4686.200670833334,14438.490841666668,39829.135720833336
002390.SZ,23,5781.939333333334,9889.65735,17934.326425
002392.SZ,4,7160.977554166668,10789.552583333334,32421.623695833332
002393.SZ,7,12942.332666666665,15835.710666666666,92161.15065
002394.SZ,6,12221.306037499999,26633.406908333334,51856.83429166667
002395.SZ,26,6293.919170833334,12168.942416666667,20881.222083333334
002396.SZ,11,28124.472658333332,40316.5405,46889.41459166667
002397.SZ,30,3243.2279583333334,7911.320575,13636.523245833334
002398.SZ,7,1459.094,5662.79,15839.496991666667
002399.SZ,6,14495.326283333332,24620.8681,43204.75012916667
002400.SZ,9,8643.910016666667,17307.289666666667,24492.220666666668
002401.SZ,18,5415.509816666667,17988.807325,29879.193945833333
002402.SZ,15,7919.806166666666,15789.4285,17902.30658333333
002403.SZ,19,2937.3873333333336,5761.137333333333,10801.488333333335
002404.SZ,2,27360.353995833335,31677.464658333334,35994.57532083333
002405.SZ,1,2708.897683333333,2708.897683333333,2708.897683333333
002406.SZ,17,8614.144333333334,15839.2325,28798.866666666665
002407.SZ,4,24650.302708333333,97641.17824166667,184526.95457083336
002408.SZ,1,27356.814183333332,27356.814183333332,27356.814183333332
002409.SZ,19,10078.253075,21588.682833333332,35378.280166666664
002410.SZ,7,16517.563425,21643.966333333334,32386.762508333333
002412.SZ,1,11510.37335,11510.37335,11510.37335
002413.SZ,4,7194.990916666667,12956.006591666668,17997.7923875
002415.SZ,5,40320.36885,70566.11065,133910.13168333334
002416.SZ,7,10070.49585,15837.176483333333,37308.734416666666
002418.SZ,69,1457.7706666666666,5547.60315,10043.43615
002419.SZ,8,5039.301387500001,21599.063433333333,101438.07779166667
002420.SZ,10,2520.51,13677.708166666667,29435.45745833333
002421.SZ,5,1448.0273333333334,4083.6275166666665,17261.904666666665
002422.SZ,6,2926.111245833333,5027.794575,10540.236541666667
002423.SZ,4,16910.876641666666,68396.42900833333,144364.57616666667
002424.SZ,3,5145.242983333333,10225.246483333332,18782.92390833333
002425.SZ,73,1472.0078333333333,4324.477983333333,10065.534683333333
002426.SZ,3,2157.9877500000002,2893.909166666667,5768.083908333333
002427.SZ,4,3594.589291666667,4309.087333333333,13675.0387875
002428.SZ,14,6070.72675,12246.092341666666,34398.57115
002429.SZ,7,10818.066091666667,18704.299,31717.28798333333
002430.SZ,14,14218.1892375,22178.995000000003,49322.01800833333
002431.SZ,74,1447.1153041666666,5688.195250000001,9846.509579166666
002432.SZ,13,2906.4468333333334,7202.67365,28790.24
002433.SZ,4,1069.2400833333334,1434.543425,4991.388554166667
002434.SZ,8,12417.568650000001,27187.821916666668,70360.72794583332
002435.SZ,14,5736.4315875,9358.910083333332,15747.75325
002436.SZ,25,7212.2815,13025.615183333333,25939.888666666666
002437.SZ,18,2827.3548375,4307.359491666667,5764.3315125
002438.SZ,11,11412.777758333334,27354.687333333335,39610.57225833333
002439.SZ,24,8208.139233333333,13823.6065,31849.64770833333
002440.SZ,3,16122.816508333333,21885.7985,51955.39375833334
002441.SZ,7,15806.544008333334,18474.392983333335,91546.65898333333
002442.SZ,16,8697.26145,15130.45925,37752.549320833336
002443.SZ,17,7199.597166666666,19930.509166666667,25907.894016666665
002444.SZ,15,2358.6730749999997,18451.006666666668,39596.55175
002445.SZ,78,1454.4752624999999,4324.541991666667,7225.049758333334
002446.SZ,1,2653.8011666666666,2653.8011666666666,2653.8011666666666
002448.SZ,5,29965.590833333332,30222.520333333334,67649.46748333333
002449.SZ,18,2881.3761125,14258.720483333334,43585.614570833335
002451.SZ,20,6455.3613375,11528.932574999999,24115.538666666667
002452.SZ,9,18727.11735,24485.864316666666,34762.151183333335
002453.SZ,45,2898.24285,4338.85635,8434.33585
002454.SZ,9,5786.816333333333,8655.065816666667,20185.31765
002455.SZ,15,7175.649433333334,14396.294683333334,35994.48491666667
002456.SZ,7,4318.5503499999995,18936.165666666668,25812.874499999998
002457.SZ,28,2879.946570833333,10073.215325000001,19466.060916666665
002458.SZ,5,14406.490683333333,20362.722333333335,86121.67
002459.SZ,14,5162.1880458333335,15844.198100000001,19805.21792916667
002460.SZ,15,4889.3057499999995,8329.216,17328.513241666667
002462.SZ,11,12342.96925,18881.52115,39385.308091666666
002463.SZ,2,15263.891045833334,30258.244424999997,45252.59780416667
002465.SZ,16,6829.210070833334,14373.120008333335,25787.6656625
002466.SZ,9,5737.180166666667,11533.26365,21596.58515
002467.SZ,6,4620.447708333333,12147.357166666667,19753.283875
002468.SZ,7,14637.033008333334,37201.99483333333,50399.844925
002469.SZ,14,21232.6575375,33151.76243333333,43897.1283625
002470.SZ,65,2861.3085,5766.283166666667,11439.608833333334
002471.SZ,19,4300.042741666666,7205.123816666666,10800.174074999999
002472.SZ,11,14989.136999999999,48992.61281666667,58312.962
002474.SZ,35,4320.011075,8638.122816666666,22324.20525833333
002475.SZ,12,7880.4769125,15107.78325,35423.272195833335
002476.SZ,29,7175.718316666666,8606.2955,14421.611166666667
002478.SZ,6,26652.219429166667,54727.52958333334,134589.2448625
002479.SZ,9,12943.355816666666,33092.919,40123.90615
002480.SZ,12,5761.690154166667,16426.00499166667,34947.90729166666
002481.SZ,10,12246.626,31761.797508333333,65178.44278333333
002482.SZ,12,2606.972008333333,2896.283241666667,5725.325045833333
002483.SZ,8,1465.0870833333333,5036.053666666667,8617.906041666667
002484.SZ,10,15815.391291666667,29507.673083333335,49154.807908333336
002485.SZ,82,1436.5850541666669,4278.830666666667,7204.591704166667
002486.SZ,15,5037.178416666667,8591.893816666667,17910.293416666667
002487.SZ,19,6438.4305,8881.235016666667,42369.99909166667
002488.SZ,11,9970.303908333333,17289.144183333334,30252.282483333332
002489.SZ,23,2899.625016666667,5464.514816666667,12952.400416666667
002490.SZ,20,2870.3675875,7906.559416666667,11872.888625
002491.SZ,2,5471.691129166667,6616.781925,7761.872720833333
002492.SZ,6,1438.859125,5036.576575,15126.7230375
002493.SZ,1,30433.663,30433.663,30433.663
002494.SZ,30,2713.1066166666665,9299.79225,16901.6295
002495.SZ,19,2153.3950833333333,5724.524166666667,10742.311675
002496.SZ,26,1434.8530125,5714.300825,15833.242125
002497.SZ,11,5744.373991666666,18730.205483333335,38075.178758333335
002498.SZ,2,21930.971791666667,23739.536083333332,25548.100375
002500.SZ,3,76201.73908333333,132269.057,186995.44616666666
002501.SZ,8,1415.0389583333333,4195.857333333333,7395.524570833333
002502.SZ,48,1438.7734291666666,4065.771258333333,5732.151708333333
002505.SZ,2,5231.7134166666665,9240.635166666667,13249.556916666666
002506.SZ,81,1463.5733166666666,4320.1415,7372.670316666667
002507.SZ,2,17174.722008333334,24425.4095,31676.09699166667
002508.SZ,7,15071.540341666667,27332.378666666667,54789.142491666666
002510.SZ,28,2517.4536666666663,6488.961166666666,30590.656858333336
002511.SZ,7,7196.798083333333,28719.164,59692.117658333336
002512.SZ,16,4313.8546375,7923.777483333333,10424.818391666666
002513.SZ,8,3590.6314166666666,7909.875,21961.249679166667
002514.SZ,43,4301.8372500000005,7199.612983333333,11523.532175
002515.SZ,1,8590.833333333334,8590.833333333334,8590.833333333334
002516.SZ,1,8644.613166666666,8644.613166666666,8644.613166666666
002517.SZ,4,2.709129166666667,14383.719666666666,32013.2069125
002518.SZ,6,13267.005233333333,22203.338816666666,36683.828425
002519.SZ,16,9731.620304166667,23788.98750833333,40498.11832083333
002520.SZ,29,2670.6903333333335,14395.762833333334,22986.26015
002521.SZ,15,13666.067491666667,21601.99018333333,35255.003991666665
002522.SZ,3,9327.696758333333,9991.600166666667,16509.106083333332
002523.SZ,32,4287.793004166667,6386.184075,14185.743308333334
002524.SZ,34,5563.1355375,9930.5881,11528.7768875
002526.SZ,8,2525.9127541666667,5005.755241666667,6465.524475
002527.SZ,7,7919.680991666666,12964.105483333333,21602.088008333332
002528.SZ,86,1439.1542916666667,2879.911991666667,7184.3410875
002529.SZ,57,1443.1265,5756.991166666667,8645.70635
002530.SZ,5,10065.214166666667,31674.2585,37429.92916666667
002531.SZ,10,15504.725116666667,22323.122174999997,50739.9328625
002532.SZ,5,15840.580483333333,51853.33733333334,105065.79335
002533.SZ,6,10853.238762500001,43310.54741666667,94842.39444583333
002534.SZ,5,4288.197666666667,41535.96165,87856.63515
002535.SZ,12,1451.6350833333333,7194.670408333333,16871.120541666667
002536.SZ,23,3597.3887583333335,12971.644483333333,26604.977666666666
002537.SZ,1,2845.9110166666665,2845.9110166666665,2845.9110166666665
002538.SZ,5,27083.838516666667,27344.25785,31670.577166666666
002539.SZ,1,9833.853666666666,9833.853666666666,9833.853666666666
